,,,,,Baseball,Baseball,W. Golf,W. Golf,M. Golf,M. Golf,W. Lax,W. Lax,M. Lax,M. Lax,W. Row,W. Row,Softball,Softball,W. Ten.,W. Ten.,M. Ten.,M. Ten.,W. T&F,W. T&F,M. T&F,M. T&F,M. VB,M. VB,W. WP,W. WP,Beach VB,Beach VB,Beach VB,Beach VB,Beach VB
136.0,Xavier,Big East,DI,125.0,17,50,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,75.0
139.0,Western Michigan,MAC,FBS,120.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,70.0,0.0,50.0
140.0,Eastern Michigan,MAC,FBS,119.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5.5,0,0,0,0.0,0,0.0,26.0,88.0,5.5
141.0,Southern Utah,Big Sky,FCS,117.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,78.0,39.0,0.0
142.0,Tennessee Chattanooga,SoCon,FCS,116.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,53.0,63.5,0.0
143.0,Hofstra,CAA,DI,115.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,100.0,15.5,0.0
144.0,New Mexico State,WAC,FBS,113.5,0,0,33,38.5,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,25.0,25.0,63.5
145.0,Towson,CAA,FCS,113.0,0,0,0,0.0,0,0,9,53,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,113.0
146.0,Central Michigan,MAC,FBS,112.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,87.0,0.0
147.0,Utah Valley,WAC,DI,111.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,36.0,25.0
148.0,Murray State,OVC,FCS,110.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,85.0,0.0
149.0,UCF,American,FBS,109.0,0,0,0,0.0,0,0,0,0,0,0,20,34,17,50,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,84.0
150.0,San Jose State,Mountain West,FBS,108.5,0,0,33,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,70.0,0.0,38.5
151.0,Loyola Maryland,Patriot,DI,108.0,0,0,0,0.0,0,0,17,25,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,108.0
152.0,UC Riverside,Big West,DI,107.5,0,0,61,11.5,31,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,55.5,52.0
153.0,Northern Arizona,Big Sky,FCS,107.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,0,0,0,0.0,0,0.0,25.0,32.0,50.0
154.0,Idaho,Sun Belt,FBS,106.0,0,0,57,15.5,31,40.5,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,81.0
155.0,Butler,Big East,FCS,105.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,76,5,0,0,0,0.0,0,0.0,25.0,50.0,30.0
156.0,McNeese State,Southland,FCS,103.5,0,0,0,0.0,46,25.5,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,53.0,0.0,50.5
157.0,Duquesne,Atlantic 10,FCS,100.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,50.0,0.0
157.0,Louisiana Tech,Conference USA,FBS,100.0,17,50,0,0.0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,45.0,0.0,55.0
157.0,North Dakota,Big Sky,FCS,100.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,100.0,0.0
157.0,San Diego,WCC,FCS,100.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,0,0,0,0,0,0,0,0.0,0,0.0,50.0,0.0,50.0
161.0,Nevada,Mountain West,FBS,99.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,45.0,54.0,0.0
161.0,Oakland,Horizon League,DI,99.0,0,0,65,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,44.0,5.0
163.0,American,Patriot,DI,97.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,47.0,0.0
164.0,Eastern Kentucky,OVC,FCS,96.5,0,0,61,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,85.0,0.0,11.5
165.0,Cleveland State,Horizon League,DI,96.0,0,0,0,0.0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,66.0,5.0
166.0,Massachusetts,Atlantic 10,FBS,95.0,0,0,0,0.0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,70.0
167.0,Ohio,MAC,FBS,94.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,44.5,0.0
168.0,Vermont,America East,DI,94.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,69.0,0.0
169.0,Temple,American,FBS,92.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,67.0,0.0
170.0,Northeastern,CAA,DI,88.0,0,0,0,0.0,0,0,0,0,0,0,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,38.0
170.0,Richmond,Atlantic 10,FCS,88.0,0,0,65,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,83.0,0.0,5.0
172.0,Cal State Bakersfield,WAC,DI,87.5,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,62.5,25.0
173.0,Lehigh,Patriot,FCS,86.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,61.5,0.0
174.0,Florida Gulf Coast,Atlantic Sun,DI,86.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,36.0,0.0
175.0,Alabama State,SWAC,FCS,85.0,49,25,69,5.0,79,5,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,60.0
176.0,Georgia State,Sun Belt,FBS,84.0,0,0,0,0.0,61,9,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,7,25.0,25.0,0.0,59.0
177.0,East Tennessee State,SoCon,FCS,83.0,0,0,0,0.0,37,33,0,0,0,0,0,0,0,0,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,83.0
177.0,Memphis,American,FBS,83.0,0,0,0,0.0,37,33,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,58.0
177.0,North Carolina Charlotte,Conference USA,FCS,83.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0.0,0,0.0,50.0,0.0,33.0
180.0,Montana State,Big Sky,FCS,80.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,80.0,0.0
180.0,North Carolina A&T,MEAC,FCS,80.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,80.0,0.0
180.0,VCU,Atlantic 10,DI,80.0,0,0,0,0.0,74,5,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,30.0
183.0,Charleston Southern,Big South,FCS,79.0,0,0,0,0.0,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,70.0,0.0,9.0
184.0,Stony Brook,America East,FCS,78.0,0,0,0,0.0,0,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,53.0
185.0,Appalachian State,Sun Belt,FBS,77.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,45.0,32.5,0.0
186.0,Buffalo,MAC,FBS,75.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,75.5,0.0
187.0,Florida Atlantic,Conference USA,FBS,75.0,17,50,0,0.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,75.0
187.0,Marquette,Big East,DI,75.0,0,0,0,0.0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,0.0,25.0
187.0,Miami (OH),MAC,FBS,75.0,0,0,0,0.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,25.0
187.0,Rider,MAAC,DI,75.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,50.0,0.0
191.0,Old Dominion,Conference USA,FCS,73.5,0,0,0,0.0,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,48.5,25.0
192.0,Wyoming,Mountain West,FBS,73.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,73.0,0.0
193.0,Liberty,Big South,FCS,72.5,0,0,0,0.0,52,20.5,0,0,0,0,0,0,0,0,0,0,0,0,46,27,0,0,0,0,0,0.0,0,0.0,25.0,0.0,47.5
193.0,Southern Mississippi,Conference USA,FBS,72.5,33,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22.5,0,0,0,0.0,0,0.0,25.0,0.0,47.5
195.0,Utah State,Mountain West,FBS,71.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,46.5,0.0
196.0,San Francisco,WCC,DI,71.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,46.0,25.0,0.0
197.0,Army West Point,Patriot,FBS,70.5,0,0,0,0.0,67,5,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,40.5,30.0
198.0,Colgate,Patriot,FCS,70.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,70.0,0.0,0.0
198.0,Illinois State,Missouri Valley,FCS,70.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,70.0,0.0,0.0
200.0,Fresno State,Mountain West,FBS,66.0,0,0,0,0.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,54,16,0,0,0,0,0,0.0,0,0.0,0.0,25.0,41.0
201.0,Bowling Green,MAC,FBS,64.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,39.0,0.0
201.0,Campbell,Big South,FCS,64.0,0,0,33,38.5,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,20.5,43.5
201.0,DePaul,Big East,DI,64.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,64.0,0.0
201.0,Seattle,WAC,DI,64.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,64.0,0.0,0.0
205.0,Lamar,Southland,FCS,62.5,0,0,61,11.5,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,26.0,0.0,36.5
206.0,Fairleigh Dickinson,Northeast,DI,60.0,0,0,69,5.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,5.0,30.0
206.0,Massachusetts Lowell,America East,DI,60.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,60.0,0.0
206.0,NJIT,Independent,DI,60.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,60.0,0.0
206.0,Texas State,Sun Belt,FBS,60.0,0,0,54,19.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,54,16,0,0,0,0,0,0.0,0,0.0,0.0,0.0,60.0
210.0,College of Charleston,CAA,DI,58.0,0,0,0,0.0,37,33,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,58.0
211.0,Rhode Island,Atlantic 10,FCS,57.0,33,25,0,0.0,0,0,0,0,0,0,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,57.0
212.0,Portland,WCC,DI,55.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41.5,58,14,0,0,0,0.0,0,0.0,0.0,0.0,55.5
213.0,Jacksonville,Atlantic Sun,FCS,55.0,0,0,0,0.0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,30.0
213.0,Seton Hall,Big East,DI,55.0,0,0,69,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,5.0
213.0,Wagner,Northeast,FCS,55.0,0,0,0,0.0,79,5,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25.0,0,0.0,0.0,0.0,55.0
216.0,Citadel,SoCon,FCS,53.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,53.0,0.0,0.0
216.0,Kennesaw State,Atlantic Sun,DI,53.0,0,0,0,0.0,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,20.0,33.0
216.0,Montana,Big Sky,FCS,53.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,53.0,0.0,0.0
216.0,Portland State,Big Sky,FCS,53.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,53.0,0.0,0.0
216.0,Western Illinois,Summit,FCS,53.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,53.0,0.0,0.0
221.0,Tennessee State,OVC,FCS,51.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,51.5,0.0
222.0,Hampton,MEAC,FCS,50.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.5,0.0
222.0,Lipscomb,Atlantic Sun,DI,50.5,0,0,0,0.0,46,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,25.5
224.0,Arkansas Little Rock,Sun Belt,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,0.0
224.0,Belmont,OVC,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,25.0,0.0
224.0,Bryant,Northeast,FCS,50.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50.0
224.0,Drake,Missouri Valley,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,0.0,0.0
224.0,Elon,CAA,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,0.0,0.0
224.0,Fairfield,MAAC,DI,50.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,25.0
224.0,Fordham,Atlantic 10,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,25.0
224.0,Howard,MEAC,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,0.0,0.0
224.0,Jackson State,SWAC,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,25.0
224.0,Longwood,Big South,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,17,50,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50.0
224.0,Missouri State,Missouri Valley,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,25.0,0.0
224.0,North Carolina Asheville,Big South,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,0.0
224.0,Robert Morris,Northeast,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,25.0,0.0
224.0,Saint Joseph's,Atlantic 10,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,0.0
224.0,South Carolina State,MEAC,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50.0
224.0,St. Bonaventure,Atlantic 10,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,0.0
224.0,Stetson,Atlantic Sun,FCS,50.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,25.0,0.0,0.0,50.0
224.0,Texas A&M Corpus Christi,Southland,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,25.0
224.0,Valparaiso,Horizon League,FCS,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50.0
224.0,Wisconsin Green Bay,Horizon League,DI,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,0.0
224.0,Wright State,Horizon League,DI,50.0,17,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50.0
245.0,Northern Illinois,MAC,FBS,45.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,20.5,0.0
245.0,St. Mary's College of California,WCC,DI,45.5,49,25,0,0.0,52,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,45.5
247.0,Georgia Southern,Southern,FBS,45.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,45.0,0.0,0.0
247.0,Marshall,Conference USA,FBS,45.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,45.0,0.0,0.0
247.0,Toledo,MAC,FBS,45.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,45.0,0.0,0.0
250.0,UMBC,America East,DI,44.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,44.5,0.0
251.0,UAB,Conference USA,FBS,44.0,0,0,0,0.0,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,44.0
252.0,North Texas,Conference USA,FBS,41.0,0,0,0,0.0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,16.0
253.0,Bucknell,Patriot,FCS,40.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,40.5,0.0
254.0,SIU Edwardsville,OVC,DI,38.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13.5,25.0
255.0,Sacred Heart,Northeast,FCS,36.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,36.0,0.0
256.0,Troy,Sun Belt,FBS,34.0,0,0,0,0.0,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,9.0
257.0,Indiana State,Missouri Valley,FCS,33.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0.0,0,0.0,0.0,0.0,33.0
258.0,Monmouth,MAAC,FCS,32.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,7.0,25.0
258.0,Youngstown State,Horizon League,FCS,32.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,7.0,25.0
260.0,Binghamton,America East,DI,30.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,5.0,25.0
260.0,Delaware,CAA,FCS,30.0,0,0,65,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,5.0
260.0,George Mason,Atlantic 10,DI,30.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0.0,0,0.0,0.0,5.0,25.0
260.0,Samford,SoCon,FCS,30.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,76,5,0,0,0,0.0,0,0.0,0.0,0.0,30.0
260.0,Siena,MAAC,DI,30.0,0,0,0,0.0,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,5.0
260.0,Southeast Missouri State,OVC,FCS,30.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,0,0,0,0.0,0,0.0,0.0,0.0,30.0
266.0,Drexel,CAA,DI,28.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,28.5,0.0
267.0,Incarnate Word,Southland,FCS,26.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,26.0,0.0
268.0,Alcorn State,SWAC,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Austin Peay State,OVC,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,0.0
268.0,Ball State,MAC,FBS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Bethune-Cookman,MEAC,FCS,25.0,49,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Cal Poly,Big West,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,0.0
268.0,Canisius,MAAC,DI,25.0,0,0,0,0.0,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Central Arkansas,Southland,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,25.0,0.0
268.0,Eastern Illinois,OVC,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,0.0
268.0,Evansville,Missouri Valley,DI,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,0.0
268.0,Florida A&M,MEAC,FCS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,25.0
268.0,Florida International,Conference USA,FBS,25.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,0.0
