,,,,,Baseball,Baseball,W. Golf,W. Golf,M. Golf,M. Golf,W. Lax,W. Lax,M. Lax,M. Lax,W. Row,W. Row,Softball,Softball,W. Ten.,W. Ten.,M. Ten.,M. Ten.,W. T&F,W. T&F,M. T&F,M. T&F,M. VB,M. VB,W. WP,W. WP,Beach VB,Beach VB,Beach VB,Beach VB,Beach VB
23.0,Arkansas,SEC,FBS,820.0,0,0,12,63.75,12,64.5,0,0,0,0,0,0,0,0,33,25,17,50,1,100,2,90,0,0,0,0.0,0,0.0,187.5,239.25,393.25
24.0,Duke,ACC,FBS,804.0,49,25,3,82.5,46,25.5,9,53,9,25,17,40,0,0,17,50,0,0,37,35.5,0,0,0,0,0,0.0,0,0.0,218.0,249.5,336.5
25.0,Arizona,Pac 12,FBS,740.75,2,90,9,68.25,0,0,0,0,0,0,0,0,9,64,0,0,0,0,42,30.5,23,50,0,0,0,0.0,5,40.0,134.0,264.0,342.75
26.0,Kentucky,SEC,FBS,736.0,0,0,0,0.0,13,63,0,0,0,0,0,0,17,50,17,50,33,25,11,66,22,52,0,0,0,0.0,0,0.0,50.0,380.0,306.0
27.0,Nebraska,Big Ten,FBS,707.5,49,25,0,0.0,0,0,0,0,0,0,0,0,17,50,0,0,0,0,46,27,10,66.75,0,0,0,0.0,0,0.0,145.0,393.75,168.75
27.0,Wisconsin,Big Ten,FBS,707.5,0,0,0,0.0,0,0,0,0,0,0,9,63,0,0,0,0,0,0,14,61.5,18,54.5,0,0,0,0.0,0,0.0,145.0,383.5,179.0
29.0,Louisville,ACC,FBS,693.0,9,64,41,31.5,14,61.5,17,25,0,0,0,0,49,25,0,0,0,0,0,0,36,33,0,0,0,0.0,0,0.0,192.0,261.0,240.0
30.0,BYU,WCC,FBS,686.0,0,0,24,50.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,42,30.5,36,33,2,90,0,0.0,0,0.0,254.5,203.0,228.5
31.0,South Carolina,SEC,FBS,680.0,9,64,5,72.75,5,72.75,0,0,0,0,0,0,17,50,17,50,0,0,25,47.5,47,22.5,0,0,0,0.0,0,0.0,75.0,225.5,379.5
32.0,North Carolina State,ACC,FBS,677.0,17,50,45,27.5,61,9,0,0,0,0,0,0,0,0,33,25,0,0,25,47.5,33,40,0,0,0,0.0,0,0.0,146.0,332.0,199.0
33.0,Princeton,Ivy League,FCS,651.0,49,25,0,0.0,0,0,17,25,0,0,7,69,49,25,33,25,0,0,49,24,76,5,0,0,0,0.0,0,0.0,214.0,239.0,198.0
34.0,Tennessee,SEC,FBS,648.5,0,0,16,58.5,61,9,0,0,0,0,0,0,17,50,0,0,0,0,29,41.5,6,73.5,0,0,0,0.0,0,0.0,51.0,365.0,232.5
35.0,Auburn,SEC,FBS,638.5,0,0,0,0.0,19,54,0,0,0,0,0,0,2,90,9,64,0,0,63,7.75,58,14,0,0,0,0.0,0,0.0,163.0,245.75,229.75
36.0,Alabama,SEC,FBS,629.25,0,0,12,63.75,23,50.5,0,0,0,0,0,0,7,73,0,0,0,0,29,41.5,64,5.5,0,0,0,0.0,0,0.0,128.0,267.0,234.25
37.0,Arizona State,Pac 12,FBS,595.25,17,50,29,43.5,9,69,0,0,0,0,0,0,17,50,17,50,0,0,46,27,36,33,0,0,5,77.25,0,0.0,50.0,145.5,399.75
38.0,Virginia Tech,ACC,FBS,578.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,17,50,0,0,8,70.5,0,0,0,0.0,0,0.0,142.0,290.5,145.5
39.0,TCU,Big 12,FBS,541.0,3,83,33,38.5,16,57,0,0,0,0,0,0,0,0,17,50,9,64,0,0,64,5.5,0,0,0,0.0,0,0.0,97.0,146.0,298.0
40.0,Miami (FL),ACC,FBS,519.5,7,73,21,53.0,0,0,0,0,0,0,0,0,0,0,9,64,0,0,16,58.5,0,0,0,0,0,0.0,0,0.0,50.0,221.0,248.5
41.0,Indiana,Big Ten,FBS,512.0,0,0,57,15.5,0,0,0,0,0,0,15,45,0,0,0,0,0,0,37,35.5,0,0,0,0,0,0.0,0,0.0,115.0,301.0,96.0
42.0,Clemson,ACC,FBS,504.0,17,50,29,43.5,16,57,0,0,0,0,0,0,0,0,33,25,0,0,0,0,33,40,0,0,0,0.0,0,0.0,230.0,58.5,215.5
43.0,Missouri,SEC,FBS,501.75,0,0,45,27.5,0,0,0,0,0,0,0,0,9,64,0,0,0,0,37,35.5,64,5.5,0,0,0,0.0,0,0.0,50.0,319.25,132.5
44.0,Mississippi State,SEC,FBS,496.0,9,64,0,0.0,0,0,0,0,0,0,0,0,0,0,17,50,9,64,13,63,9,69,0,0,0,0.0,0,0.0,102.0,84.0,310.0
45.0,Purdue,Big Ten,FBS,491.75,0,0,41,31.5,29,45,0,0,0,0,0,0,0,0,0,0,0,0,52,21.5,15,59.25,0,0,0,0.0,0,0.0,78.0,256.5,157.25
46.0,Colorado,Pac 12,FBS,483.75,0,0,25,47.5,46,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22.5,0,0,0,0.0,0,0.0,180.0,208.25,95.5
47.0,Texas Tech,Big 12,FBS,482.5,5,78,49,23.0,37,33,0,0,0,0,0,0,0,0,9,64,17,50,29,41.5,33,40,0,0,0,0.0,0,0.0,75.0,78.0,329.5
48.0,Boston College,ACC,FBS,482.0,9,64,0,0.0,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,186.0,207.0,89.0
49.0,Ole Miss,SEC,FBS,469.0,49,25,0,0.0,0,0,0,0,0,0,0,0,17,50,33,25,17,50,22,51,26,47,0,0,0,0.0,0,0.0,177.0,44.0,248.0
50.0,Northwestern,Big Ten,FBS,467.75,0,0,9,38.25,37,33,9,53,0,0,0,0,33,25,17,50,17,50,0,0,0,0,0,0,0,0.0,0,0.0,102.0,116.5,249.25
51.0,Utah,Pac 12,FBS,433.75,33,25,0,0.0,0,0,0,0,0,0,0,0,9,64,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,106.5,238.25,89.0
52.0,Denver,Summit,DI,433.0,0,0,57,15.5,0,0,0,0,9,25,0,0,0,0,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,75.0,267.5,90.5
53.0,Michigan State,Big Ten,FBS,430.5,0,0,41,31.5,46,25.5,0,0,0,0,0,0,0,0,0,0,0,0,49,24,0,0,0,0,0,0.0,0,0.0,235.5,114.0,81.0
54.0,Illinois,Big Ten,FBS,429.25,0,0,0,0.0,3,82.5,0,0,0,0,0,0,33,25,0,0,17,50,0,0,0,0,0,0,0,0.0,0,0.0,64.0,207.75,157.5
55.0,Air Force,Mountain West,FBS,427.5,0,0,0,0.0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,42,30.5,58,14,0,0,0,0.0,0,0.0,51.0,307.0,69.5
56.0,Baylor,Big 12,FBS,425.0,0,0,0,0.0,27,47,0,0,0,0,0,0,17,50,17,50,17,50,0,0,0,0,0,0,0,0.0,0,0.0,91.0,137.0,197.0
57.0,UConn,American,FBS,419.5,33,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22.5,0,0,0,0.0,0,0.0,222.0,150.0,47.5
58.0,Vanderbilt,SEC,FBS,413.75,49,25,39,34.5,5,72.75,0,0,0,0,0,0,0,0,3,83,33,25,29,41.5,0,0,0,0,0,0.0,0,0.0,55.0,77.0,281.75
59.0,Maryland,Big Ten,FBS,402.0,0,0,0,0.0,0,0,2,90,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,98.0,124.0,180.0
60.0,Pennsylvania,Ivy League,FCS,394.5,0,0,0,0.0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,29,43.5,0,0,0,0.0,0,0.0,50.0,231.0,113.5
60.0,West Virginia,Big 12,FBS,394.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,146.0,248.5,0.0
62.0,Iowa,Big Ten,FBS,383.5,0,0,0,0.0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,67.5,300.0,16.0
63.0,New Mexico,Mountain West,FBS,370.0,33,25,61,11.5,37,33,0,0,0,0,0,0,0,0,0,0,0,0,15,60,0,0,0,0,0,0.0,0,0.0,125.0,115.5,129.5
64.0,Iowa State,Big 12,FBS,354.5,0,0,49,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41.5,0,0,0,0,0,0.0,0,0.0,126.0,164.0,64.5
65.0,Kansas,Big 12,FBS,353.0,0,0,0,0.0,56,16,0,0,0,0,0,0,0,0,33,25,0,0,52,21.5,0,0,0,0,0,0.0,0,0.0,130.0,160.5,62.5
66.0,South Florida,American,FBS,350.0,0,0,0,0.0,26,48,0,0,0,0,0,0,33,25,0,0,17,50,0,0,36,33,0,0,0,0.0,0,0.0,100.0,94.0,156.0
67.0,Harvard,Ivy League,FCS,342.5,0,0,33,38.5,67,5,0,0,0,0,0,0,0,0,0,0,0,0,17,57,0,0,0,0,0,0.0,0,0.0,25.0,217.0,100.5
68.0,Wake Forest,ACC,FBS,338.5,33,25,29,43.5,23,50.5,0,0,0,0,0,0,0,0,33,25,9,64,0,0,76,5,0,0,0,0.0,0,0.0,98.0,27.5,213.0
69.0,Kansas State,Big 12,FBS,322.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,71.25,26,47,0,0,0,0.0,0,0.0,50.0,154.5,118.25
70.0,Boise State,Mountain West,FBS,303.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,0,0,0,0,0,0.0,0,0.0,169.5,117.75,16.0
71.0,Akron,MAC,FBS,299.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,23,50,0,0,0,0.0,0,0.0,128.0,88.5,83.0
72.0,Georgetown,Big East,FCS,298.5,0,0,0,0.0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,0,0,0,0.0,0,0.0,210.5,69.0,19.0
73.0,Houston,American,FBS,296.5,0,0,25,47.5,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66.75,0,0,0,0.0,0,0.0,70.5,57.75,168.25
74.0,Villanova,Big East,FCS,295.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0.0,0,0.0,95.0,167.0,33.0
75.0,Tulsa,American,FBS,286.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,17,50,33,25,0,0,0,0,0,0,0,0.0,0,0.0,174.0,12.0,100.0
76.0,UC Santa Barbara,Big West,DI,282.75,5,78,0,0.0,0,0,0,0,0,0,0,0,0,0,17,50,33,25,0,0,0,0,0,0,7,65.75,0,0.0,64.0,0.0,218.75
77.0,Yale,Ivy League,FCS,269.0,0,0,0,0.0,0,0,0,0,9,25,11,57,0,0,0,0,0,0,0,0,76,5,0,0,0,0.0,0,0.0,28.0,154.0,87.0
78.0,Navy,Patriot,FBS,267.0,33,25,0,0.0,0,0,0,0,5,60,19,36,0,0,0,0,0,0,0,0,64,5.5,0,0,0,0.0,0,0.0,56.0,84.5,126.5
79.0,Hawaii,Big West,FBS,266.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,55.0,73.0,138.5,55.0
80.0,Georgia Tech,ACC,FBS,263.5,17,50,0,0.0,37,33,0,0,0,0,0,0,0,0,9,64,17,50,0,0,0,0,0,0,0,0.0,0,0.0,0.0,66.5,197.0
81.0,Cornell,Ivy League,FCS,258.0,0,0,0,0.0,0,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,26,47,0,0,0,0.0,0,0.0,26.0,132.0,100.0
82.0,Dartmouth,Ivy League,FCS,253.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,19,55,0,0,0,0,0,0.0,0,0.0,76.0,97.0,80.0
83.0,Rutgers,Big Ten,FBS,249.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,47,22.5,0,0,0,0.0,0,0.0,133.0,78.0,38.5
84.0,Oregon State,Pac 12,FBS,245.25,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,220.25,25.0
85.0,New Hampshire,America East,FCS,236.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47.5,0,0,0,0,0,0.0,0,0.0,50.0,139.0,47.5
86.0,William & Mary,CAA,FCS,235.5,17,50,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,54,16,0,0,0,0,0,0.0,0,0.0,131.0,13.5,91.0
87.0,San Diego State,Mountain West,FBS,235.0,0,0,45,27.5,25,49,0,0,0,0,0,0,0,0,0,0,0,0,20,53.5,0,0,0,0,8,60.0,0,0.0,45.0,0.0,190.0
88.0,SMU,American,FBS,229.0,0,0,49,23.0,0,0,0,0,0,0,0,0,0,0,0,0,9,64,0,0,0,0,0,0,0,0.0,0,0.0,117.0,25.0,87.0
89.0,Coastal Carolina,Big South,FCS,225.0,1,100,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,100.0,0.0,125.0
90.0,Brown,Ivy League,FCS,216.0,0,0,0,0.0,0,0,0,0,3,83,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,28.0,33.0,155.0
91.0,Middle Tennessee State,Conference USA,FBS,214.0,0,0,57,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54.5,0,0,0,0.0,0,0.0,25.0,119.0,70.0
92.0,North Dakota State,Summit,FCS,209.75,0,0,0,0.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,63,7.75,0,0,0,0,0,0.0,0,0.0,100.0,77.0,32.75
93.0,Northern Iowa,Missouri Valley,FCS,201.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7.75,0,0,0,0,0,0.0,0,0.0,95.0,98.5,7.75
94.0,Sam Houston State,Southland,FCS,199.5,33,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,0,0,0,0,0,0.0,0,0.0,83.0,75.5,41.0
95.0,Furman,SoCon,FCS,197.0,0,0,20,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,0,0.0,0,0.0,138.0,0.0,59.0
96.0,Columbia,Ivy League,FCS,196.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,26.0,120.5,50.0
97.0,James Madison,CAA,FCS,192.0,0,0,0,0.0,0,0,17,25,0,0,0,0,9,64,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,78.0,25.0,89.0
98.0,Gonzaga,WCC,DI,180.0,33,25,0,0.0,0,0,0,0,0,0,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,49.0,64.0,67.0
98.0,Wichita State,Missouri Valley,DI,180.0,0,0,65,5.0,0,0,0,0,0,0,0,0,33,25,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,50.0,50.0,80.0
100.0,Stephen F. Austin,Southland,FCS,176.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,26.0,150.0,0.0
101.0,Boston University,Patriot,DI,175.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,100.0,25.0,50.0
102.0,Washington State,Pac 12,FBS,172.0,0,0,0,0.0,0,0,0,0,0,0,12,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,118.0,0.0,54.0
103.0,Cincinnati,American,FBS,171.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,0,0,0,0,0,0.0,0,0.0,50.0,97.5,24.0
104.0,Quinnipiac,MAAC,DI,170.0,0,0,69,5.0,0,0,0,0,9,25,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,115.0,55.0
105.0,Providence,Big East,DI,168.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,80.0,88.5,0.0
105.0,South Dakota State,Summit,FCS,168.5,0,0,0,0.0,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,109.5,9.0
107.0,Pepperdine,WCC,DI,168.0,0,0,39,34.5,52,20.5,0,0,0,0,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,0.0,5,40.0,0.0,0.0,168.0
108.0,Rice,Conference USA,FBS,167.0,17,50,0,0.0,0,0,0,0,0,0,0,0,0,0,17,50,33,25,0,0,58,14,0,0,0,0.0,0,0.0,28.0,0.0,139.0
109.0,Tulane,American,FBS,163.5,17,50,25,47.5,0,0,0,0,0,0,0,0,0,0,0,0,17,50,54,16,0,0,0,0,0,0.0,0,0.0,0.0,0.0,163.5
110.0,Pittsburgh,ACC,FBS,157.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,25.0,132.0,0.0
111.0,Albany,America East,FCS,155.0,0,0,0,0.0,0,0,0,0,9,25,0,0,0,0,33,25,0,0,0,0,72,5,0,0,0,0.0,0,0.0,50.0,50.0,55.0
111.0,St. John's  (NY),Big East,DI,155.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,25.0,105.0,25.0
113.0,Kent State,MAC,FBS,151.0,0,0,29,43.5,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,0,0.0,0,0.0,0.0,97.5,53.5
114.0,East Carolina,American,FBS,150.5,9,64,33,38.5,46,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22.5,0,0,0,0.0,0,0.0,0.0,0.0,150.5
115.0,Dayton,Atlantic 10,FCS,150.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,125.0,25.0,0.0
115.0,North Carolina Wilmington,CAA,DI,150.0,17,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,75.0,25.0,50.0
117.0,Louisiana Lafayette,Sun Belt,FBS,149.5,17,50,0,0.0,0,0,0,0,0,0,0,0,9,64,0,0,0,0,37,35.5,0,0,0,0,0,0.0,0,0.0,0.0,0.0,149.5
117.0,South Alabama,Sun Belt,FBS,149.5,17,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5.5,0,0,0,0.0,0,0.0,50.0,44.0,55.5
119.0,Southeastern Louisiana,Southland,FCS,147.5,33,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0.0,0,0.0,25.0,64.5,58.0
120.0,Colorado State,Mountain West,FBS,147.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0.0,0,0.0,50.0,64.0,33.0
121.0,UNLV,Mountain West,FBS,144.5,0,0,54,19.0,31,40.5,0,0,0,0,0,0,0,0,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,35.0,109.5
122.0,Southern Illinois,Missouri Valley,FCS,143.0,0,0,0,0.0,74,5,0,0,0,0,0,0,0,0,0,0,0,0,22,51,63,11,0,0,0,0.0,0,0.0,25.0,51.0,67.0
123.0,Iona,MAAC,DI,141.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,0,0,0,0,0,0.0,0,0.0,75.0,50.0,16.0
124.0,Jacksonville State,OVC,FCS,140.0,0,0,0,0.0,0,0,0,0,0,0,0,0,17,50,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,90.0,0.0,50.0
125.0,Creighton,Big East,DI,137.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,137.0,0.0,0.0
126.0,George Washington,Atlantic 10,DI,135.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,0.0,110.5,25.0
127.0,Winthrop,Big South,DI,134.0,0,0,0,0.0,0,0,17,25,0,0,0,0,0,0,33,25,0,0,42,30.5,0,0,0,0,0,0.0,0,0.0,25.0,28.5,80.5
128.0,Arkansas State,Sun Belt,FBS,133.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43.5,0,0,0,0.0,0,0.0,50.0,40.0,43.5
129.0,Long Beach State,Big West,DI,130.0,33,25,0,0.0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,3,55,0,0.0,0,0.0,25.0,0.0,105.0
130.0,Loyola Marymount,WCC,DI,128.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,128.0,0.0,0.0
131.0,UTEP,Conference USA,FBS,127.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41.5,0,0,0,0,0,0.0,0,0.0,66.0,20.0,41.5
132.0,North Florida,Atlantic Sun,DI,127.0,0,0,54,19.0,37,33,0,0,0,0,0,0,0,0,33,25,33,25,0,0,0,0,0,0,0,0.0,0,0.0,25.0,0.0,102.0
132.0,Weber State,Big Sky,FCS,127.0,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,33,25,0,0,0,0,0,0,0,0.0,0,0.0,52.0,25.0,50.0
134.0,LIU Brooklyn,Northeast,DI,125.5,0,0,0,0.0,0,0,0,0,0,0,0,0,49,25,0,0,0,0,0,0,29,43.5,0,0,0,0.0,0,0.0,25.0,32.0,68.5
134.0,Western Kentucky,Conference USA,FBS,125.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,0,0,0.0,0,0.0,95.0,13.5,17.0
136.0,Cal State Fullerton,Big West,DI,125.0,33,25,0,0.0,0,0,0,0,0,0,0,0,17,50,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,50.0,0.0,75.0
136.0,Santa Clara,WCC,DI,125.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,125.0,0.0,0.0
